,activity_id,assay_chembl_id,bao_endpoint,bao_format,bao_label,canonical_smiles,molecule_chembl_id,parent_molecule_chembl_id,pchembl_value,potential_duplicate,relation,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id
233,848340,CHEMBL663606,BAO_0000201,BAO_0000223,protein complex format,O=C(Nc1csc(Cc2ccc(Br)cc2)n1)NN1CCOCC1,CHEMBL330782,CHEMBL330782,,0,=,1,=,,Inhibition,%,,26.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
234,849487,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,O=C(Nc1csc(Cc2c(Cl)cccc2Cl)n1)NN1CCOCC1,CHEMBL327004,CHEMBL327004,6.00,0,=,1,=,,IC50,nM,,1000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
235,849489,CHEMBL811914,BAO_0000192,BAO_0000223,protein complex format,O=C(Nc1csc(Cc2c(Cl)cccc2Cl)n1)NN1CCOCC1,CHEMBL327004,CHEMBL327004,6.30,0,=,1,=,,Ki,nM,,500.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
236,849491,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,O=C(Nc1csc(-c2ccccc2)n1)NN1CCOCC1,CHEMBL333136,CHEMBL333136,5.05,0,=,1,=,,IC50,nM,,9000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
237,849493,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,CCONC(=O)Nc1csc(Cc2c(Cl)cccc2Cl)n1,CHEMBL119796,CHEMBL119796,5.30,0,=,1,=,,IC50,nM,,5000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
238,849495,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,CS(=O)(=O)Cc1nc(NC(=O)NOc2ccccc2)cs1,CHEMBL117778,CHEMBL117778,5.22,0,=,1,=,,IC50,nM,,6000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
239,849497,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,O=C(NOc1ccccc1)Nc1csc(Cc2ccccc2)n1,CHEMBL325452,CHEMBL325452,4.70,0,=,1,=,,IC50,nM,,20000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
240,851719,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,CONC(=O)Nc1csc(Cc2c(Cl)cccc2Cl)n1,CHEMBL117800,CHEMBL117800,5.05,0,=,1,=,,IC50,nM,,9000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
241,853954,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,O=C(Nc1csc(COc2ccccc2)n1)NN1CCOCC1,CHEMBL118043,CHEMBL118043,4.10,0,=,1,=,,IC50,nM,,80000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
242,856170,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,O=C(NOCc1c(F)c(F)c(F)c(F)c1F)Nc1csc(Cc2c(Cl)cccc2Cl)n1,CHEMBL334062,CHEMBL334062,,0,>,1,>,,IC50,nM,,100000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
243,857225,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,C=CCONC(=O)Nc1csc(Cc2c(Cl)cccc2Cl)n1,CHEMBL118685,CHEMBL118685,5.22,0,=,1,=,,IC50,nM,,6000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
244,858534,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,O=C(NOC1CCCCO1)Nc1csc(Cc2c(Cl)cccc2Cl)n1,CHEMBL119041,CHEMBL119041,5.52,0,=,1,=,,IC50,nM,,3000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
245,860731,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,COC[C@H]1CCCN1NC(=O)Nc1csc(Cc2c(Cl)cccc2Cl)n1,CHEMBL117768,CHEMBL117768,,0,>,1,>,,IC50,nM,,100000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
246,860732,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,Cc1ccc(-c2nc(NC(=O)NN3CCOCC3)cs2)cc1,CHEMBL115649,CHEMBL115649,,0,>,1,>,,IC50,nM,,100000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
247,860733,CHEMBL663600,BAO_0000190,BAO_0000223,protein complex format,O=C(Nc1csc(-c2cccs2)n1)NN1CCOCC1,CHEMBL119812,CHEMBL119812,4.52,0,=,1,=,,IC50,nM,,30000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
248,861861,CHEMBL663607,BAO_0000201,BAO_0000223,protein complex format,O=C(NOCc1ccccc1)Nc1csc(Cc2c(Cl)cccc2Cl)n1,CHEMBL117349,CHEMBL117349,,0,=,1,=,,Inhibition,%,,40.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
249,863117,CHEMBL663606,BAO_0000201,BAO_0000223,protein complex format,O=C(Nc1csc(Cc2ccccc2Cl)n1)NN1CCOCC1,CHEMBL119324,CHEMBL119324,,0,=,1,=,,Inhibition,%,,30.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
250,915767,CHEMBL663596,BAO_0001103,BAO_0000223,protein complex format,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCOCCn1cc2c2cccnc21,CHEMBL340776,CHEMBL340776,,0,=,0,=,,Activity,%,,82.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
251,931228,CHEMBL663596,BAO_0001103,BAO_0000223,protein complex format,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCOCCOCCn1cc2c2cccnc21,CHEMBL337642,CHEMBL337642,,0,=,0,=,,Activity,%,,105.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
252,951626,CHEMBL664797,BAO_0000190,BAO_0000223,protein complex format,Nc1nccc(-c2cc3ccccc3[nH]2)n1,CHEMBL50226,CHEMBL50226,,0,=,1,=,,IC50,nM,,130000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
253,953076,CHEMBL664797,BAO_0000190,BAO_0000223,protein complex format,Nc1nccc(-c2c[nH]c3c(Br)ccc(O)c23)n1,CHEMBL296682,CHEMBL296682,6.82,0,=,1,=,,IC50,nM,,150.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
254,954292,CHEMBL664797,BAO_0000190,BAO_0000223,protein complex format,Nc1nccc(-c2c[nH]c3cc(Br)cc(O)c23)n1,CHEMBL44545,CHEMBL44545,6.00,0,=,1,=,,IC50,nM,,1000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
255,955737,CHEMBL664797,BAO_0000190,BAO_0000223,protein complex format,Nc1nccc(-c2c[nH]c3cc(Br)ccc23)n1,CHEMBL46440,CHEMBL46440,5.26,0,=,1,=,,IC50,nM,,5500.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
256,958240,CHEMBL664797,BAO_0000190,BAO_0000223,protein complex format,Nc1nccc(-c2cc3cc(Br)ccc3[nH]2)n1,CHEMBL48081,CHEMBL48081,,0,=,1,=,,IC50,nM,,300000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
257,965978,CHEMBL664797,BAO_0000190,BAO_0000223,protein complex format,Nc1nccc(-c2c[nH]c3ccccc23)n1,CHEMBL48082,CHEMBL48082,,0,=,1,=,,IC50,nM,,140000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
258,967259,CHEMBL664797,BAO_0000190,BAO_0000223,protein complex format,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,CHEMBL14762,CHEMBL14762,6.80,0,=,1,=,,IC50,nM,,160.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
259,974639,CHEMBL664797,BAO_0000190,BAO_0000223,protein complex format,Nc1nccc(-c2c[nH]c3cccc(O)c23)n1,CHEMBL50498,CHEMBL50498,5.52,0,=,1,=,,IC50,nM,,3000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
260,974651,CHEMBL664797,BAO_0000190,BAO_0000223,protein complex format,Nc1nccc(-c2c[nH]c3cc(Br)c(Br)cc23)n1,CHEMBL296271,CHEMBL296271,4.70,0,=,1,=,,IC50,nM,,20000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
261,980830,CHEMBL664797,BAO_0000190,BAO_0000223,protein complex format,Nc1nccc(-c2c[nH]c3ccc(Br)cc23)n1,CHEMBL44541,CHEMBL44541,5.22,0,=,1,=,,IC50,nM,,6000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
262,1192043,CHEMBL663604,BAO_0000190,BAO_0000223,protein complex format,O=[N+]([O-])c1ccc(Cl)c(-c2[nH]ccc3c4ccccc4nc2-3)c1,CHEMBL14217,CHEMBL14217,,0,>,1,>,,IC50,nM,,1200000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
263,1194609,CHEMBL663604,BAO_0000190,BAO_0000223,protein complex format,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,CHEMBL14762,CHEMBL14762,6.10,0,=,1,=,,IC50,nM,,800.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
264,1203835,CHEMBL663604,BAO_0000190,BAO_0000223,protein complex format,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,CHEMBL280074,CHEMBL280074,5.16,0,=,1,=,,IC50,nM,,7000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
265,1210385,CHEMBL663604,BAO_0000190,BAO_0000223,protein complex format,Cc1[nH]cnc1-c1[nH]ccc2c3ccccc3nc1-2,CHEMBL273547,CHEMBL273547,5.30,0,=,1,=,,IC50,nM,,5000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
266,1215606,CHEMBL663604,BAO_0000190,BAO_0000223,protein complex format,Cc1nccc2c1[nH]c1cc(F)ccc12,CHEMBL14445,CHEMBL14445,4.62,0,=,1,=,,IC50,nM,,24000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
267,1219661,CHEMBL663604,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2c(c1)[nH]c1c(C)nccc12,CHEMBL269538,CHEMBL269538,4.68,0,=,1,=,,IC50,nM,,21000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
268,1406863,CHEMBL832777,BAO_0000190,BAO_0000223,protein complex format,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,CHEMBL126077,CHEMBL126077,7.00,1,=,1,=,,IC50,nM,,100.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
269,1406865,CHEMBL828661,BAO_0000190,BAO_0000223,protein complex format,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,CHEMBL14762,CHEMBL14762,6.70,0,=,1,=,,IC50,nM,,200.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
270,1406866,CHEMBL874434,BAO_0000190,BAO_0000223,protein complex format,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL75680,CHEMBL75680,6.70,1,=,1,=,,IC50,nM,,200.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
271,1407652,CHEMBL876996,BAO_0000190,BAO_0000223,protein complex format,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,CHEMBL31574,CHEMBL31574,6.24,0,=,1,=,,IC50,nM,,570.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
272,1407656,CHEMBL876996,BAO_0000190,BAO_0000223,protein complex format,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL28,CHEMBL28,5.80,0,=,1,=,,IC50,nM,,1600.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
273,1407660,CHEMBL876996,BAO_0000190,BAO_0000223,protein complex format,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL150,CHEMBL150,4.29,0,=,1,=,,IC50,nM,,51000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
274,1407664,CHEMBL876996,BAO_0000190,BAO_0000223,protein complex format,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CHEMBL428690,CHEMBL428690,6.77,1,=,1,=,,IC50,nM,,170.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
275,1407668,CHEMBL876996,BAO_0000190,BAO_0000223,protein complex format,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL50,CHEMBL50,4.64,0,=,1,=,,IC50,nM,,23000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
276,1407672,CHEMBL876996,BAO_0000190,BAO_0000223,protein complex format,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL151,CHEMBL151,5.42,0,=,1,=,,IC50,nM,,3800.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
277,1407677,CHEMBL876996,BAO_0000190,BAO_0000223,protein complex format,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,CHEMBL117,CHEMBL117,5.51,0,=,1,=,,IC50,nM,,3100.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
278,1429435,CHEMBL827934,BAO_0000190,BAO_0000223,protein complex format,CC(=O)c1cnc2oc3ccc(O)cc3c2c1-c1ccccc1,CHEMBL133712,CHEMBL133712,,0,,0,,,IC50,nM,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
279,1429439,CHEMBL828565,BAO_0000190,BAO_0000223,protein complex format,Cc1cnc2oc3ccc(O)cc3c2c1-c1ccccc1,CHEMBL179219,CHEMBL179219,,0,,0,,,IC50,nM,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
280,1429443,CHEMBL831673,BAO_0000190,BAO_0000223,protein complex format,COc1cnc2oc3ccc(O)cc3c2c1-c1ccccc1,CHEMBL183408,CHEMBL183408,5.20,0,=,1,=,,IC50,nM,,6300.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
281,1432002,CHEMBL831673,BAO_0000190,BAO_0000223,protein complex format,CCOc1cnc2oc3ccc(O)cc3c2c1-c1ccccc1,CHEMBL361537,CHEMBL361537,5.23,0,=,1,=,,IC50,nM,,5900.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
282,1432010,CHEMBL828565,BAO_0000190,BAO_0000223,protein complex format,Oc1ccc2oc3ncc(Cl)c(-c4ccccc4)c3c2c1,CHEMBL361565,CHEMBL361565,,0,,0,,,IC50,nM,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
283,1432014,CHEMBL828565,BAO_0000190,BAO_0000223,protein complex format,Oc1ccc2oc3ncc(Br)c(-c4ccccc4)c3c2c1,CHEMBL361573,CHEMBL361573,,0,,0,,,IC50,nM,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
284,1490929,CHEMBL828494,BAO_0000190,BAO_0000223,protein complex format,OCCCNc1cc(-c2ncnc(Nc3cccc(Cl)c3)n2)ccn1,CHEMBL191336,CHEMBL191336,8.52,0,=,1,=,,IC50,nM,,3.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
285,1505381,CHEMBL829447,BAO_0000190,BAO_0000223,protein complex format,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCCC2=O)cc1,CHEMBL191144,CHEMBL191144,7.19,0,=,1,=,,IC50,nM,,65.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
286,1505812,CHEMBL829446,BAO_0000190,BAO_0000223,protein complex format,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCOC2=O)cc1,CHEMBL191834,CHEMBL191834,7.24,0,=,1,=,,IC50,nM,,57.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
287,1672669,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,O=C1c2c(c3c4ccccc4[nH]c3c3ccccc23)C(=O)N1CCc1c[nH]cn1,CHEMBL201382,CHEMBL201382,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
288,1673006,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,O=C1c2c(c3c4cc(O)ccc4[nH]c3c3ccccc23)C(=O)N1CCc1c[nH]cn1,CHEMBL383097,CHEMBL383097,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
289,1673433,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,CN1C(=O)c2c(c3c4ccccc4[nH]c3c3ccccc23)C1=O,CHEMBL378359,CHEMBL378359,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
290,1673437,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,O=C1c2c(c3c4cc(O)ccc4[nH]c3c3ccccc23)C(=O)N1C(CO)CO,CHEMBL201418,CHEMBL201418,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
291,1673438,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,O=C1c2c(c3c4ccccc4[nH]c3c3ccccc23)C(=O)N1C(CO)CO,CHEMBL201114,CHEMBL201114,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
292,1673439,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,CN(C)CCN1C(=O)c2c(c3c4cc(O)ccc4[nH]c3c3ccccc23)C1=O,CHEMBL202979,CHEMBL202979,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
293,1673440,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,CN(C)CCN1C(=O)c2c(c3c4ccccc4[nH]c3c3ccccc23)C1=O,CHEMBL382056,CHEMBL382056,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
294,1673441,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,O=C1NC(=O)c2c1c1ccccc1c1[nH]c3ccc(O)cc3c21,CHEMBL202935,CHEMBL202935,6.60,0,=,1,=,,IC50,nM,,250.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
295,1673442,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,O=C1NC(=O)c2c1c1ccccc1c1[nH]c3ccccc3c21,CHEMBL421087,CHEMBL421087,5.07,0,=,1,=,,IC50,nM,,8500.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
296,1673443,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,O=C1OC(=O)c2c1c1ccccc1c1[nH]c3ccc(O)cc3c21,CHEMBL197700,CHEMBL197700,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
297,1673444,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,O=C1OC(=O)c2c1c1ccccc1c1[nH]c3ccccc3c21,CHEMBL382906,CHEMBL382906,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
298,1673445,CHEMBL863509,BAO_0000190,BAO_0000223,protein complex format,CN1C(=O)c2c(c3c4cc(O)ccc4[nH]c3c3ccccc23)C1=O,CHEMBL380656,CHEMBL380656,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
299,1684753,CHEMBL859251,BAO_0000190,BAO_0000223,protein complex format,CCCCNC(=O)N1Cc2n[nH]c(NC(=O)Cc3ccc(N4CCCC4)cc3)c2C1,CHEMBL383104,CHEMBL383104,6.55,0,=,1,=,,IC50,nM,,280.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
300,1684754,CHEMBL859251,BAO_0000190,BAO_0000223,protein complex format,CCCCNC(=O)N1Cc2n[nH]c(NC(=O)[C@@H](C)c3ccc4ccccc4c3)c2C1,CHEMBL380946,CHEMBL380946,6.82,0,=,1,=,,IC50,nM,,150.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
301,1726281,CHEMBL860055,BAO_0000190,BAO_0000223,protein complex format,COCCNc1nc(-c2ccc(C=O)cc2)nc2c1ncn2C(C)C,CHEMBL379029,CHEMBL379029,5.85,0,=,1,=,,IC50,nM,,1400.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
302,1726282,CHEMBL860055,BAO_0000190,BAO_0000223,protein complex format,COc1ccc(CNc2nc(-c3ccc(C=O)cc3)nc3c2ncn3C(C)C)cc1,CHEMBL377061,CHEMBL377061,5.89,0,=,1,=,,IC50,nM,,1300.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
303,1726283,CHEMBL860055,BAO_0000190,BAO_0000223,protein complex format,COCCNc1nc(-c2ccc(C#N)s2)nc2c1ncn2C(C)C,CHEMBL209404,CHEMBL209404,5.66,0,=,1,=,,IC50,nM,,2200.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
304,1726284,CHEMBL860055,BAO_0000190,BAO_0000223,protein complex format,COCCNc1nc(-c2ccc(C(C)=O)s2)nc2c1ncn2C(C)C,CHEMBL379618,CHEMBL379618,5.31,0,=,1,=,,IC50,nM,,4900.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
305,1726285,CHEMBL860055,BAO_0000190,BAO_0000223,protein complex format,COCCNc1nc(-c2ccc(NC(=O)OC)cc2)nc2c1ncn2C(C)C,CHEMBL379811,CHEMBL379811,5.40,0,=,1,=,,IC50,nM,,4000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
306,1726286,CHEMBL860055,BAO_0000190,BAO_0000223,protein complex format,COCCNc1nc(-c2ccc(C(=O)NCCC#N)cc2)nc2c1ncn2C(C)C,CHEMBL207426,CHEMBL207426,5.47,0,=,1,=,,IC50,nM,,3400.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
307,1726287,CHEMBL860055,BAO_0000190,BAO_0000223,protein complex format,CNC(=O)c1ccc(-c2nc(NCCOC)c3ncn(C(C)C)c3n2)cc1,CHEMBL437325,CHEMBL437325,5.75,0,=,1,=,,IC50,nM,,1800.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
308,1726288,CHEMBL860055,BAO_0000190,BAO_0000223,protein complex format,COCCNc1nc(-c2ccc(NS(C)(=O)=O)cc2)nc2c1ncn2C(C)C,CHEMBL210839,CHEMBL210839,5.52,0,=,1,=,,IC50,nM,,3000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
309,1726289,CHEMBL860055,BAO_0000190,BAO_0000223,protein complex format,COCCNc1nc(-c2ccc(C(C)=O)cc2)nc2c1ncn2C(C)C,CHEMBL208017,CHEMBL208017,5.55,0,=,1,=,,IC50,nM,,2800.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
310,1726290,CHEMBL860055,BAO_0000190,BAO_0000223,protein complex format,CCC(C)(O)C#Cc1nc(NCc2ccc(Cl)cc2)c2ncn(C(C)C)c2n1,CHEMBL24484,CHEMBL24484,,0,,0,,,IC50,,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
311,1726292,CHEMBL860055,BAO_0000190,BAO_0000223,protein complex format,CCC(C)(O)C#Cc1nc(NCc2ccc(OC)cc2)c2ncn(C(C)C)c2n1,CHEMBL422759,CHEMBL422759,,0,,0,,,IC50,,,,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
312,1734211,CHEMBL870445,BAO_0001103,BAO_0000223,protein complex format,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(F)cc3O)o2)S1,CHEMBL379156,CHEMBL379156,,0,=,0,=,,Activity,%,,83.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
313,1735033,CHEMBL854487,BAO_0001103,BAO_0000223,protein complex format,COc1cc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)ccc1O,CHEMBL380093,CHEMBL380093,,0,=,0,=,,Activity,%,,99.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
314,1735056,CHEMBL854487,BAO_0001103,BAO_0000223,protein complex format,COc1cccc(NC(=O)Nc2nnc(-c3ccncc3)s2)c1,CHEMBL377430,CHEMBL377430,,0,=,0,=,,Activity,%,,104.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
315,1735828,CHEMBL867889,BAO_0000190,BAO_0000223,protein complex format,Cn1c(O)c(C2=Nc3ccccc3/C2=N\OCCn2ccnc2)c2cccc(Br)c21,CHEMBL438791,CHEMBL438791,,0,>,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606
